14.320239	14.622243	0
7.323452	6.167134	1
7.431939	7.848494	1
16.684676	16.978345	0
7.751412	7.114592	1
5.662104	5.905865	1
14.169021	15.551114	0
6.466989	6.036532	1
0.703760	1.724060	2
14.749145	15.730257	0
15.143573	15.630743	0
8.089530	7.937627	1
7.174924	7.834389	1
8.214755	7.351269	1
0.385006	1.095740	2
13.807614	11.778751	0
6.022025	6.181546	1
16.635438	15.107063	0
-0.972663	-1.772093	2
15.938485	18.073383	0
6.251709	6.106490	1
8.597887	9.739531	1
-1.729427	-0.957427	2
16.290486	16.099214	0
6.912778	5.173840	1
-0.928037	-0.945200	2
8.695971	9.549038	1
7.695041	8.163354	1
15.606407	16.572074	0
6.205164	6.659497	1
16.231458	17.387266	0
8.808058	8.973573	1
9.033657	9.629420	1
6.739240	7.642317	1
0.793957	0.114200	2
16.367645	15.487427	0
7.991623	9.563121	1
1.272674	0.460729	2
15.287546	16.210417	0
6.214412	4.143225	1
15.456533	16.539523	0
16.534700	17.832565	0
7.920242	7.799107	1
7.384482	7.010011	1
8.000085	8.377725	1
-2.017077	-1.313818	2
14.833868	14.758785	0
-0.826536	-0.337269	2
15.719859	16.101952	0
16.889070	18.037085	0
7.445109	5.687412	1
15.347640	15.194388	0
15.330740	13.878809	0
0.914595	-0.186944	2
15.762010	16.162790	0
8.586688	8.296775	1
8.864392	10.164513	1
7.643161	6.734846	1
14.975976	14.736873	0
-0.846264	-1.716462	2
6.657087	5.454124	1
7.988893	8.451414	1
0.851433	0.417773	2
7.093516	6.445919	1
8.084681	9.055223	1
7.035677	5.877043	1
9.106378	8.963041	1
8.440113	7.112283	1
7.686947	6.274911	1
0.878654	-0.757710	2
-0.216952	0.614723	2
0.729837	1.172522	2
16.308925	16.896901	0
17.582169	17.059986	0
-1.026097	-1.997671	2
7.923577	7.639486	1
14.275100	15.090003	0
16.327597	17.459567	0
17.199983	15.216096	0
7.929591	7.287989	1
7.909370	7.385152	1
15.705018	15.620730	0
0.003214	0.389971	2
14.985192	16.795472	0
8.525492	8.643574	1
6.713224	9.248629	1
5.857027	6.175312	1
-1.392640	-1.282424	2
-0.858388	-0.219438	2
16.546246	15.941077	0
17.052487	15.736089	0
16.102003	15.763706	0
16.362579	16.149777	0
16.648031	16.843095	0
-2.011032	-3.715732	2
18.390958	17.873116	0
8.443632	7.908498	1
0.960015	0.984353	2
16.625213	16.475284	0
17.073406	16.778169	0
16.007445	15.948321	0
0.560507	0.335934	2
7.375759	8.456848	1
9.086163	9.410284	1
0.545167	0.582238	2
16.529428	16.380567	0
-1.045829	0.347888	2
16.376899	17.183887	0
16.845874	16.944853	0
8.656293	9.664004	1
-0.417450	-1.198739	2
0.538968	0.513068	2
0.400831	2.310550	2
-0.464143	-3.436439	2
15.638406	15.841197	0
7.090621	8.288439	1
15.845091	15.972716	0
15.990812	15.350722	0
0.209875	-0.270030	2
-1.754428	-1.879608	2
15.690806	16.618833	0
2.451892	1.002565	2
8.583891	8.006732	1
2.307698	2.173171	2
0.836274	1.720897	2
1.271225	2.395769	2
0.251023	1.587512	2
17.189937	19.741915	0
7.185592	7.766056	1
7.339787	8.903832	1
-1.675797	-1.950485	2
15.913597	14.587589	0
7.411233	5.368917	1
0.048463	0.900767	2
0.753618	0.100080	2
-0.137975	0.510941	2
8.396724	8.541914	1
6.514736	7.134324	1
15.306257	16.610594	0
0.618054	1.150584	2
8.292397	7.563454	1
16.594383	15.757917	0
15.405619	16.790322	0
7.951242	8.716210	1
7.174766	7.925351	1
7.035631	7.323334	1
0.328995	0.154031	2
-0.795037	0.505106	2
15.042386	13.203454	0
8.314102	7.728328	1
6.951203	6.001536	1
-0.504154	-0.797776	2
0.254216	1.222888	2
9.004852	9.495303	1
8.126799	8.242627	1
8.498050	8.319486	1
1.112437	1.553940	2
0.722219	1.839995	2
17.303937	16.734192	0
7.144958	7.496499	1
13.437669	14.688986	0
15.048085	15.839809	0
15.484548	15.180051	0
