10.449686	9.839207
10.439649	9.704514
10.805834	10.566164
10.648442	12.404680
9.029731	7.916413
7.315443	8.679149
8.569079	7.782185
8.533722	8.383643
11.162176	12.461065
9.143403	8.712344
10.534261	10.816265
8.305306	6.314533
9.349247	10.478413
10.162713	11.172021
7.849064	7.352141
8.535891	8.653887
9.946718	11.111366
9.995180	10.948304
8.321447	8.023125
8.740937	8.879443
9.792917	9.066227
7.458077	8.082388
9.080928	8.576934
8.593062	7.876206
10.164704	9.948753
9.088053	11.334165
9.912127	10.446208
9.318724	9.211240
7.697092	5.289476
10.033515	11.110859
8.450497	7.209977
9.099431	9.810565
8.985109	8.742541
8.600721	9.451006
8.345206	8.909572
9.663627	9.549427
7.987125	8.708945
7.058991	7.425440
9.373572	8.862104
7.829088	6.379981
10.115337	9.445574
9.191874	9.229456
7.848473	5.832415
10.341093	10.921949
9.602869	8.216546
8.422396	8.763171
9.294399	10.576805
7.131893	7.826852
7.574642	7.729466
7.685161	5.444600
9.399863	8.899227
10.029279	9.596984
8.442638	7.772168
10.161164	10.895769
9.218791	9.390583
7.668554	7.809501
8.875101	7.440448
10.311282	9.552320
9.542981	9.257745
10.495209	10.514439
10.001612	11.550074
9.403652	9.440522
10.149368	9.647105
9.719549	10.823321
9.059563	9.077660
9.114141	10.966715
9.621847	9.988615
8.600136	9.558836
8.374164	8.224384
8.052712	10.169491
8.941413	9.159597
10.713107	10.342839
8.582522	9.701479
7.607765	6.571110
8.612153	8.899401
8.766428	8.188669
8.438127	8.078878
8.890424	9.621778
9.987352	11.016926
9.275767	7.847876
9.925666	8.853299
8.724654	9.415102
8.977034	9.256959
8.841393	9.989835
9.062290	7.535369
10.038380	9.079337
9.541096	6.906394
10.642820	11.642771
10.387377	10.397423
9.532416	10.769506
9.228186	9.650921
9.922176	11.015421
9.642070	9.746798
8.273116	6.635128
8.599865	6.204628
9.141581	9.280970
9.446143	9.904487
8.323628	8.249813
8.391959	8.390331
10.390217	12.162167
8.990685	8.281673
8.648356	6.770757
9.052815	8.590899
8.227769	6.936683
8.781118	7.623552
9.518430	9.675798
8.659230	8.825412
9.448041	11.930481
9.612084	10.632544
9.354521	8.284526
9.173670	8.695109
9.773310	10.774592
9.633430	10.296228
8.590249	9.948148
8.930709	10.097246
9.917734	10.770770
9.689845	9.755886
8.153381	7.037610
8.731403	8.629084
10.508629	8.107753
10.268493	8.751637
7.326405	7.663286
7.803453	7.923215
9.436278	10.295282
6.192454	5.321469
8.472436	8.924690
9.177938	11.103058
10.192249	11.333126
11.081424	12.386494
7.944260	7.233991
8.222209	8.471374
8.634705	6.773847
10.525342	10.998171
7.681103	8.056688
7.933538	8.853912
8.828593	9.464857
9.592088	10.008738
9.884723	8.484073
8.355965	9.562711
6.676599	7.252055
9.018338	11.001056
7.824715	6.533002
7.539128	6.847746
5.648830	5.433819
9.997309	11.772086
9.637483	8.686054
9.050618	9.072878
9.957704	10.654769
9.941109	8.758778
10.504567	9.116164
9.426596	9.217544
9.676903	9.564171
7.259930	6.242028
8.139488	8.594804
8.617067	8.229450
8.989197	8.415876
9.300442	8.157341
8.768269	6.558842
7.896031	8.309840
9.757016	9.177871
7.999529	7.486599
8.863261	10.017088
9.048949	7.290142
8.728934	9.958449
7.802773	6.917201
9.806593	9.817845
9.809112	10.375562
8.411546	7.427233
9.979926	10.047630
7.007724	7.641817
9.669875	10.525847
8.136831	7.195165
8.835208	8.703184
8.317807	8.737440
9.948151	9.544674
9.714801	9.175118
9.322751	9.263842
7.643338	6.955634
7.486485	5.634491
7.984809	9.016658
8.093907	8.679826
10.385224	9.235174
8.483261	9.515144
9.197198	8.003058
11.410727	11.456621
8.913576	8.722116
10.118001	10.901411
9.128323	10.057310
8.752916	10.021426
9.224080	10.428123
9.649133	9.169316
9.669224	11.944199
6.157811	5.448992
10.663551	11.479638
9.847883	10.301962
8.406060	6.065531
9.424383	8.976500
9.423457	10.036417
9.063668	7.913126
8.471811	7.453690
10.947142	11.283947
7.620264	6.813244
9.813723	11.070536
9.336063	8.162020
6.457587	5.996440
10.337891	9.914711
8.427265	8.037412
10.382289	12.883065
8.921416	6.973741
10.206006	10.029367
8.103656	7.611311
9.690783	11.865156
8.795351	8.624921
9.422029	10.254234
7.256478	7.996223
9.928824	10.479745
9.353147	9.224311
8.995939	8.510148
10.030619	9.622426
9.035365	10.956748
9.643245	9.580930
8.634273	7.621210
10.289620	11.690077
8.679636	8.065609
9.442355	9.503744
9.603943	10.554195
9.479172	10.438047
8.318235	8.372154
9.815793	9.269766
8.387782	7.642325
8.165306	9.081203
8.657592	7.426807
10.378779	11.586024
9.156572	7.967596
9.317332	8.747248
10.614557	11.462994
10.052515	9.827864
8.040839	9.466313
9.219980	9.224491
8.422829	8.577358
9.755166	8.767205
9.988961	9.564293
7.949164	7.182172
9.517600	10.407250
6.689850	9.086684
8.663885	8.740446
10.063914	10.289379
9.562433	8.878679
8.637801	8.352136
8.900479	8.352320
9.014538	9.138001
10.948875	11.083455
10.245449	10.404745
8.291219	8.305825
8.410807	10.256533
6.752270	7.230114
8.613804	9.700690
8.109417	8.212392
8.027269	5.549164
9.022357	9.451051
9.165778	9.949742
8.225951	8.561683
9.610859	10.008108
8.460556	8.433114
9.223086	8.637195
7.156789	6.848191
9.359340	7.544408
10.031083	10.314587
8.211117	8.089090
10.210084	11.598614
8.931954	8.265010
10.524643	9.485895
8.893684	7.906963
9.849331	9.725340
9.685923	8.469397
8.848429	9.646876
8.013499	8.440442
7.390066	6.715862
9.738510	10.294383
7.607608	7.274657
8.334990	8.650668
9.487641	9.230584
8.390676	9.520706
10.479054	10.320689
9.801567	8.380051
11.594852	11.458955
8.917745	8.419586
7.093487	7.101687
9.816591	10.893651
9.849012	11.206569
10.127674	9.883156
9.210414	7.705178
9.964253	10.264566
6.361655	5.941107
7.503348	7.911596
10.258005	7.485229
8.888143	9.419408
10.678880	9.547863
9.179268	8.465599
7.652543	6.719188
8.561332	8.150987
8.282040	7.527769
9.278107	8.941168
9.718149	9.081522
9.938672	8.544974
8.496314	9.836105
9.619397	10.245671
8.437921	7.501716
10.037448	9.871490
9.278851	8.798871
8.799021	9.074375
9.367426	9.466624
8.819047	9.018793
11.384607	12.758948
9.674678	9.617355
9.801682	10.724394
9.973111	9.778477
7.225822	6.201656
8.961970	8.610141
8.974456	7.677692
8.518620	9.687718
9.970304	9.009605
11.550536	12.491319
8.631027	8.533928
8.838147	8.696677
8.920530	10.545765
11.250418	10.558778
6.737427	5.660691
9.528266	7.935074
9.944308	8.453463
9.484086	10.569265
9.473174	8.787760
8.808737	9.172500
11.122173	10.574593
9.902660	12.576998
7.961769	7.122425
10.188376	10.366719
8.979619	8.110684
8.486396	8.116849
8.330086	8.132324
10.193756	10.538399
9.882474	10.490275
8.521089	9.009287
9.765021	9.013883
8.784091	9.432046
7.089012	7.583408
9.668916	11.191224
11.138280	13.128772
9.324527	9.244478
10.750688	10.283271
10.573531	8.123910
9.672898	8.964423
9.063743	8.967117
9.365699	9.769863
10.168683	9.256477
9.503511	8.618243
9.029126	10.300809
8.962244	10.943006
9.616552	10.435992
8.336136	9.288152
8.475302	7.757681
7.753032	7.217779
10.073125	9.225383
10.386483	10.325763
9.194225	9.421685
9.735621	9.903113
10.306385	11.770543
10.594197	12.428434
10.659738	10.115463
9.118775	7.987765
10.504062	8.700933
9.813296	9.493188
8.021179	8.114453
8.482757	7.180231
8.683324	9.743701
9.402489	8.554960
9.919657	9.315910
9.824266	8.588815
8.117098	6.368470
11.998739	10.543588
9.996984	12.559381
9.653841	9.018805
9.258633	7.875489
9.079211	9.473502
10.002909	9.494290
9.943072	10.064348
10.262218	11.055500
7.897117	7.277663
7.778660	7.558567
8.690847	10.560279
10.183328	10.359317
8.800452	7.374282
10.281577	10.393554
8.906355	8.916920
8.830373	8.568702
8.371208	8.034774
9.801926	9.860592
6.701468	8.713133
9.123363	8.644301
8.018498	7.346611
8.639838	7.174019
7.282990	8.585619
9.164792	8.980313
7.981318	8.996984
8.372852	8.136807
7.815919	7.470711
9.328107	11.716024
12.086209	10.617514
9.844296	10.516244
7.873903	8.251086
7.937368	7.750006
8.223562	7.516382
9.213706	10.086063
7.724545	8.533532
8.524372	7.207527
8.467185	9.855139
9.874331	8.842781
10.337136	10.045321
10.902721	11.035744
9.323218	8.191462
6.676361	6.293072
8.576390	8.564353
8.893375	9.023705
9.321790	8.202153
10.045591	9.757616
8.121585	9.402080
8.964569	9.774490
8.494326	9.945316
9.851258	10.035124
8.160311	7.648834
7.976643	9.524299
7.859767	6.580939
7.757176	8.456348
9.001981	10.309766
9.299528	11.274371
8.543339	9.791214
8.638093	8.746079
8.973035	6.868684
8.465654	8.772999
7.771724	8.324150
6.200631	5.245795
8.267063	8.174571
7.615863	6.448143
9.088152	7.242628
7.903489	8.205686
9.719640	8.439505
7.879463	8.132781
11.443791	12.623987
8.788870	8.548103
10.082477	8.784150
10.521557	10.973443
8.243129	8.235641
8.972305	9.630223
9.747055	10.365801
7.990238	7.818377
8.236663	8.518935
8.530153	9.130478
10.431148	10.697777
11.150768	9.398119
7.875202	9.482063
8.164824	7.752405
8.962902	8.626765
9.370006	9.260583
8.433534	8.534487
8.171327	10.119493
7.504790	7.804020
9.095550	7.635890
8.685767	7.625204
9.900844	11.740108
7.525150	7.028184
7.601159	6.464202
10.116411	10.383965
10.098501	9.780485
8.242871	8.811694
6.637499	7.469965
9.418151	7.908588
8.671541	9.714383
8.277707	8.386942
9.158359	6.891352
8.457400	7.284984
8.636685	9.436975
9.329065	9.175063
9.773437	9.557086
10.166293	9.592499
8.048361	6.430295
8.715827	10.855622
7.878354	7.431565
10.545780	9.664166
9.571874	10.760109
7.667973	8.302514
9.377752	8.993907
10.129703	10.256151
7.676245	6.980674
10.010209	8.893061
8.516540	9.293984
9.275427	8.892563
9.317525	7.657605
6.866036	6.955356
9.214014	10.578957
8.661054	7.719031
9.316510	8.109284
8.429963	6.717373
8.058206	8.650573
7.901343	9.210133
9.621046	11.762859
11.109341	13.263887
8.593384	9.411757
5.976768	6.883327
9.486714	10.416670
8.299740	7.580854
9.151747	8.274182
6.974767	6.744919
8.825543	9.393086
8.245920	10.112282
10.098134	11.146441
8.427790	9.949036
9.303418	8.589998
10.705379	11.077009
8.888546	9.338206
10.498114	9.225193
7.279960	7.146234
7.985961	7.295967
8.927707	7.827287
9.110899	8.410017
9.153314	8.169148
8.837132	7.814305
6.590881	6.790100
8.437254	7.749689
9.144568	10.470871
8.305510	8.919880
10.986772	8.872788
8.512975	7.111090
9.094516	7.713245
10.574136	9.388351
8.731627	8.254825
9.202347	7.898027
7.238906	9.300573
7.635977	8.474429
10.425997	10.233383
8.211751	9.386478
10.390919	9.811515
9.545863	10.213236
9.447829	8.251194
8.898573	7.459615
8.802308	9.043483
7.360622	6.119864
8.831009	11.129659
10.963620	12.537330
8.888095	8.516037
9.775654	8.391565
8.797245	9.096089
8.828036	7.899400
10.503835	10.979540
7.036099	6.921041
7.989631	8.651061
8.986466	8.636045
8.667264	9.168785
7.868231	8.830275
9.212514	10.444171
6.818463	5.996432
8.940387	8.036554
10.787247	8.989134
10.137997	9.989743
8.901892	9.074600
7.326910	5.680351
8.776468	7.598400
8.804258	8.988001
9.118437	9.454324
8.770427	9.310741
9.497359	9.776732
8.234922	7.717233
8.527218	9.218684
9.368502	10.176152
8.833933	7.968240
