-0.617014	0.326386	-1.000000
-0.227877	-0.132503	1.000000
0.192427	0.479010	-1.000000
-0.562222	-0.121937	-1.000000
0.040016	-0.040649	1.000000
-0.625623	0.181873	-1.000000
-0.235398	-0.031638	1.000000
0.245667	0.354247	1.000000
0.490019	0.172344	-1.000000
0.012798	0.006688	1.000000
-0.237507	0.866337	-1.000000
-0.418983	-0.648976	-1.000000
-0.699936	0.287359	-1.000000
-0.382649	0.917398	-1.000000
-0.290477	-0.226645	1.000000
0.358138	-0.599305	-1.000000
-0.931567	0.344648	-1.000000
-0.000677	0.004208	1.000000
-0.395898	-0.204649	1.000000
-0.345272	0.167843	1.000000
0.741754	0.662667	-1.000000
0.613695	-0.069963	-1.000000
-0.816770	0.007236	-1.000000
0.917934	-0.123926	-1.000000
-0.296049	-0.173440	1.000000
-0.620796	-0.234818	-1.000000
0.416370	0.725297	-1.000000
0.206830	0.931394	-1.000000
-0.351697	0.490028	-1.000000
0.001875	0.010326	1.000000
-0.027360	-0.174040	1.000000
0.049949	-0.026729	1.000000
-0.468033	0.301111	-1.000000
0.485627	0.671935	-1.000000
0.464295	-0.353958	-1.000000
-0.107795	0.270806	1.000000
-0.044583	0.192252	1.000000
-0.372707	0.026886	1.000000
0.088757	0.235576	1.000000
-0.040439	0.008123	1.000000
-0.346025	0.191750	1.000000
0.553133	-0.661437	-1.000000
-0.572907	-0.603264	-1.000000
0.163055	0.150329	1.000000
0.075660	-0.165472	1.000000
0.007078	0.003693	1.000000
0.238362	0.140980	1.000000
0.005293	0.208289	1.000000
-0.506149	0.711543	-1.000000
-0.529066	0.430407	-1.000000
-0.166664	0.345636	1.000000
0.682476	-0.592225	-1.000000
-0.229638	0.715535	-1.000000
-0.169488	-0.107858	1.000000
0.565572	0.760860	-1.000000
0.212433	-0.539231	-1.000000
-0.287459	0.197316	1.000000
-0.532025	-0.503810	-1.000000
-0.945028	-0.209930	-1.000000
-0.846206	0.059512	-1.000000
0.664619	0.476770	-1.000000
0.066726	-0.497200	-1.000000
0.667756	-0.380215	-1.000000
0.148963	-0.063385	1.000000
-0.156126	-0.088591	1.000000
-0.224227	0.893211	-1.000000
0.206753	-0.236193	1.000000
-0.010264	0.273677	1.000000
0.467501	0.077665	1.000000
-0.057939	-0.275251	1.000000
0.136907	-0.457683	1.000000
-0.153721	-0.010101	1.000000
0.406178	-0.140719	1.000000
-0.071788	-0.023065	1.000000
-0.112615	0.279541	1.000000
0.390997	0.583395	-1.000000
0.364896	-0.410832	-1.000000
0.078086	-0.261639	1.000000
-0.022719	-0.030071	1.000000
0.753888	0.154520	-1.000000
0.227026	-0.059325	1.000000
-0.187608	0.265004	1.000000
-0.017082	0.963055	-1.000000
-0.735063	0.370430	-1.000000
0.001542	0.022133	1.000000
-0.236323	-0.218789	1.000000
-0.790376	-0.318098	-1.000000
0.378194	-0.041557	1.000000
-0.004427	-0.003094	1.000000
-0.568644	0.577720	-1.000000
-0.094037	-0.423404	1.000000
0.776987	0.247619	-1.000000
-0.086639	-0.834458	-1.000000
0.526952	0.497819	-1.000000
0.017551	-0.039176	1.000000
0.125376	-0.257560	1.000000
0.097467	-0.021788	1.000000
0.125119	0.228346	1.000000
-0.055969	-0.914960	-1.000000
-0.154570	-0.091909	1.000000
